,WATER_SPECIAL,ICE_STATUS,DARK_SPECIAL,NORMAL_STATUS,STEEL_PHYSICAL,PSYCHIC_SPECIAL,GRASS_SPECIAL,FIRE_SPECIAL,ICE_SPECIAL,ELECTRIC_SPECIAL,FIGHTING_PHYSICAL,FLYING_STATUS,ROCK_PHYSICAL,WATER_PHYSICAL,POISON_PHYSICAL,PSYCHIC_PHYSICAL,PSYCHIC_STATUS,NORMAL_PHYSICAL,POISON_STATUS,GRASS_STATUS,DARK_PHYSICAL,GROUND_PHYSICAL,ROCK_STATUS,ICE_PHYSICAL,DRAGON_SPECIAL,ELECTRIC_STATUS,BUG_PHYSICAL,DARK_STATUS,GROUND_SPECIAL,FLYING_SPECIAL,GHOST_SPECIAL,FIRE_STATUS
poison&flying_dark&ice,0.0,0.0,0.0,-10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.0,0.0,0.0,0.0,0.0,0.0,-111.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139.5,-90.4,-1.4,0.0,0.0,0.0
psychic&grass_steel&psychic,0.0,0.0,59.9,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.8,0.0,0.0,0.0,0.0,0.0
ground&psychic_ground&psychic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.2,0.0,0.0,0.0,0.0,-6.7,0.0,0.0,0.0,0.0,0.0,-36.8,0.0,0.0,0.0
steel&psychic_ground&psychic,0.0,0.0,0.0,0.0,89.6,7.1,38.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.8,0.0,0.0,0.0,-33.3,0.0,0.0,0.0,0.0,78.5,0.0,0.0,0.0,0.0,0.0
water_water,12.2,-7.2,-5.3,-2.8,-20.8,0.0,0.0,-5.6,0.0,0.0,-10.9,0.0,-2.8,-8.7,0.0,0.0,0.0,20.1,0.0,0.0,0.0,-9.2,0.0,-5.2,0.0,0.0,-4.6,0.0,0.0,-6.7,-0.4,0.0
steel&psychic_water,0.0,0.0,-35.4,-95.4,17.3,-46.4,10.8,0.0,0.0,0.0,-25.5,0.0,0.0,0.0,0.0,0.0,-12.9,170.7,0.0,0.0,0.0,103.2,0.0,0.0,0.0,0.0,162.6,0.0,0.0,0.0,0.0,0.0
steel&psychic_water&poison,0.0,0.0,-106.3,-121.6,-100.5,-93.8,-117.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.9,132.1,0.0,0.0,0.0,26.9,0.0,-4.4,0.0,-27.6,-83.7,0.0,0.0,0.0,0.0,0.0
bug&fighting_water&poison,0.0,0.0,0.0,-6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,0.0,0.0,0.0,0.0,0.0
bug&fighting_steel&psychic,0.0,0.0,0.0,-20.9,0.0,0.0,0.0,0.0,0.0,0.0,-19.8,0.0,0.0,0.0,0.0,0.0,0.0,-25.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.8,0.0,0.0,0.0,0.0,0.0
fighting_normal&flying,-3.2,0.0,0.0,-85.7,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,-2.2,-0.0,0.0,-52.7,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal&flying_normal&flying,0.0,0.0,0.0,84.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.2,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9,0.0,0.0,0.0,68.3,0.0,0.0
normal&flying_bug&fighting,0.0,0.0,0.0,-65.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80.7,0.0,0.0,0.0,-25.9,0.0,0.0
water&poison_bug&fighting,-114.3,0.0,0.0,-98.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.1,-65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&poison_fighting,4.7,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,76.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fighting_psychic&grass,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,148.2,0.0,0.0,0.0,3.9,0.0,34.7,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0
fighting_dark,49.9,0.0,0.0,202.5,0.0,0.0,0.0,0.0,0.0,0.0,161.6,0.0,0.0,0.0,0.0,0.0,215.6,146.9,0.0,0.0,180.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fighting_poison&flying,0.0,0.0,0.0,-3.3,0.0,0.0,0.0,0.0,0.0,0.0,76.2,0.0,0.0,-12.8,0.0,0.0,22.7,5.8,0.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,-9.4,0.0,0.0,-7.2,0.0,0.0
fighting_steel&psychic,0.0,0.0,0.0,-159.5,-4.2,0.0,0.0,0.0,0.0,0.0,-107.6,0.0,0.0,0.0,0.0,0.0,-124.2,0.0,0.0,0.0,-167.6,-7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fighting_ground&psychic,0.0,0.0,0.0,-51.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,-10.6,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fighting_dark&ice,0.0,0.0,0.0,-50.4,0.0,0.0,0.0,0.0,0.0,0.0,71.3,0.0,0.0,0.0,0.0,0.0,-8.7,11.7,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8,0.0,0.0
normal&flying_ground&psychic,0.0,0.0,0.0,-32.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,-9.4,0.0,0.0
normal&flying_psychic&grass,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,37.2,0.0,0.0
normal&flying_dark,0.0,0.0,0.0,240.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.5,0.0,0.0,0.0,190.7,0.0,0.0
normal&flying_dark&ice,0.0,0.0,0.0,-83.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,4.7,0.0,0.0,0.0,0.0,-2.8,0.0,0.0,0.0,-44.8,0.0,0.0
normal&flying_poison&flying,0.0,0.0,0.0,-75.4,-8.1,0.0,0.0,0.0,0.0,0.0,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,-28.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-106.7,0.0,0.0,0.0,6.0,0.0,0.0
psychic&grass_fire&flying,0.0,0.0,306.8,0.0,0.0,0.0,164.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.1,0.0,0.0,0.0,0.0,0.0
dark_fire&flying,0.0,0.0,0.0,-36.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9,0.0,0.0,0.0,0.0,0.0
ground&psychic_fire&flying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99.6,0.0,0.0,0.0,0.0,-63.2,0.0,0.0,0.0,0.0,0.0,-105.2,0.0,0.0,0.0
steel&psychic_fire&flying,0.0,0.0,0.0,22.6,107.9,10.6,-26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.6,287.7,0.0,0.0,0.0,73.4,0.0,0.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0,0.0
dark&ice_water&dragon,0.0,0.0,0.0,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,-33.4,0.0,0.0,0.0,0.0,0.0,0.0,-8.2,0.0,0.0,3.2,0.0,0.0,7.1,0.0,0.0,0.0,-77.6,0.0,0.0,0.0,0.0
poison&flying_water&dragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.1,0.0,0.0,0.0,0.0,0.0
dark_water&dragon,0.0,0.0,0.0,-21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poison&flying_normal,0.0,0.0,0.0,33.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,173.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,69.9,0.0,0.0,0.0,0.0
dark_normal,0.0,0.0,0.0,156.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,0.0,0.0,0.0,0.0,0.0
dark_ice&ground,0.0,0.0,0.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.4,0.0,0.0,0.0,0.0,0.0
poison&flying_fire&flying,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.6,0.0,0.0,0.0,0.0,0.0,154.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.1,310.5,0.0,0.0,0.0,0.0
poison&flying_ice&ground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,0.0,0.0,0.0,0.0,0.0,127.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.5,52.6,0.0,0.0,0.0,0.0
steel&psychic_ice&ground,0.0,0.0,-150.6,-198.0,-162.5,-117.8,-171.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-194.1,-49.1,0.0,0.0,0.0,-138.9,0.0,0.0,0.0,0.0,-215.8,0.0,0.0,0.0,0.0,0.0
steel&psychic_grass,0.0,0.0,176.3,7.7,124.6,-12.0,-10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.8,390.3,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,278.8,0.0,0.0,0.0,0.0,0.0
psychic&grass_normal,0.0,0.0,123.9,10.1,0.0,0.0,194.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.4,30.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.2,0.0,0.0,0.0,0.0,0.0
psychic&grass_water&dragon,0.0,0.0,114.6,0.0,0.0,0.0,21.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.8,0.0,0.0,0.0,0.0,0.0
psychic&grass_steel,0.0,0.0,-28.6,0.0,0.0,0.0,-10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.1,0.0,0.0,0.0,0.0,0.0
dark&ice_normal,0.0,0.0,0.0,-26.7,0.0,0.0,0.0,0.0,0.0,0.0,-107.3,0.0,0.0,0.0,0.0,0.0,0.0,-95.1,0.0,0.0,18.1,0.0,0.0,-101.7,0.0,0.0,0.0,-18.8,0.0,0.0,0.0,0.0
dark&ice_fire&flying,0.0,0.0,0.0,-38.1,0.0,0.0,0.0,0.0,0.0,0.0,-44.0,0.0,0.0,0.0,0.0,0.0,0.0,-58.6,0.0,0.0,-29.8,0.0,0.0,-39.5,0.0,0.0,0.0,-118.4,0.0,0.0,0.0,0.0
dark&ice_steel,0.0,0.0,0.0,-37.1,0.0,0.0,0.0,0.0,0.0,0.0,-26.7,0.0,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,-47.4,0.0,0.0,-57.0,0.0,0.0,0.0,-76.6,0.0,0.0,0.0,0.0
poison&flying_steel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,-2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.3,-20.7,0.0,0.0,0.0,0.0
ground&psychic_steel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,0.0,0.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dark_steel,0.0,0.0,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,0.0,0.0,0.0,0.0,0.0
grass&fighting_water,0.0,0.0,0.0,-8.2,0.0,0.0,0.0,0.0,0.0,0.0,69.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass&fighting_water&poison,0.0,0.0,0.0,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,246.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass&fighting_steel&psychic,0.0,0.0,0.0,59.3,0.0,0.0,0.0,32.1,0.0,0.0,144.3,0.0,0.0,0.0,0.0,0.0,0.0,36.5,0.0,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dark&ice_fighting,0.0,0.0,0.0,-96.2,0.0,0.0,0.0,0.0,0.0,0.0,-65.1,0.0,0.0,0.0,0.0,0.0,0.0,-40.6,0.0,0.0,-119.8,0.0,0.0,-124.8,0.0,0.0,4.8,-74.3,0.0,0.0,0.0,0.0
psychic_fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.4,-15.9,0.0,0.0,0.0,0.0
steel&psychic_fighting,0.0,0.0,11.1,-27.5,181.9,516.8,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.8,0.0,0.0,0.0,0.0,253.5,0.0,0.0,0.0,0.0,422.2,0.0,0.0,0.0,0.0,0.0
ghost&dark_fighting,0.0,0.0,0.0,60.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.4,30.4
ghost&dark_bug&fighting,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,93.6
ghost&dark_normal&flying,0.0,0.0,0.0,-40.2,0.0,0.0,0.0,0.0,0.0,0.0,-45.3,0.0,0.0,0.0,0.0,0.0,105.5,-23.6,0.0,0.0,0.0,0.0,0.0,-7.3,0.0,0.0,-3.2,0.0,0.0,0.0,-71.8,224.6
steel&psychic_normal&flying,0.0,-8.6,-82.1,-78.0,-95.8,-129.5,-74.4,-17.0,0.0,0.0,-61.8,0.0,-9.0,-29.8,0.0,-44.2,-100.2,-94.8,-10.0,-6.9,0.0,-189.2,0.0,-25.1,0.0,0.0,-75.1,0.0,0.0,-25.4,-10.8,-5.8
normal_normal&flying,14.0,0.0,0.0,84.8,0.0,0.0,15.2,93.8,0.0,0.0,83.1,0.0,0.0,0.0,0.0,0.0,-1.3,0.0,107.4,52.5,0.0,0.0,0.0,0.0,4.5,80.1,42.7,0.0,0.0,0.0,93.5,0.0
grass&fighting_poison&flying,0.0,0.0,0.0,160.7,0.0,0.0,0.0,0.0,0.0,0.0,191.3,0.0,0.0,0.0,0.0,0.0,0.0,110.4,0.0,163.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass&fighting_dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.6,0.0,0.0,0.0,0.0,0.0,0.0,39.7,0.0,104.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass&fighting_psychic&grass,0.0,0.0,0.0,11.8,0.0,0.0,0.0,-4.1,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,6.9,75.7,0.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0
grass&fighting_dark&ice,0.0,0.0,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,148.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass&fighting_ground&psychic,0.0,0.0,0.0,31.7,0.0,0.0,0.0,0.0,0.0,0.0,154.2,0.0,0.0,0.0,0.0,0.0,0.0,49.8,0.0,106.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal_psychic&grass,0.0,0.0,0.0,45.7,0.0,0.0,0.0,15.7,0.0,0.0,50.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.6,28.4,0.0,0.0,0.0,0.0,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0
steel&psychic_rock&flying,-7.6,0.0,-10.8,40.6,67.5,-30.8,-15.9,0.0,-14.4,0.0,-2.0,0.0,0.0,0.6,0.0,0.0,1.8,2.8,0.0,0.0,0.0,-85.2,0.0,11.0,0.0,0.0,41.2,0.0,0.0,0.0,0.0,-2.2
normal&flying_rock&flying,-16.7,0.0,0.0,-36.3,0.0,0.0,0.0,0.0,0.0,0.0,-15.9,0.0,0.0,-24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.2,0.0,0.0,0.0,-57.3,0.0,0.0,0.0,-73.4,0.0,0.0
bug&fighting_rock&flying,-59.0,0.0,0.0,-109.1,0.0,0.0,0.0,0.0,0.0,0.0,-18.5,0.0,0.0,0.0,0.0,0.0,0.0,-106.3,0.0,0.0,0.0,-19.3,0.0,0.0,0.0,-27.2,-87.9,0.0,0.0,0.0,0.0,0.0
water&poison_rock&flying,-159.6,-7.4,-7.4,-120.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-123.7,-148.5,-7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.6,0.0,0.0,0.0,0.0,0.0
water&poison_rock&dark,48.5,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,136.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fighting_rock&dark,0.0,0.0,0.0,-23.5,0.0,0.0,0.0,0.0,0.0,0.0,-25.4,0.0,0.0,0.0,0.0,0.0,-39.7,0.0,0.0,0.0,-53.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bug&fighting_psychic&grass,0.0,0.0,0.0,-23.2,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.4,0.0,0.0,0.0,0.0,0.0
bug&fighting_dark,0.0,0.0,0.0,-7.3,0.0,0.0,0.0,0.0,0.0,0.0,251.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic&fighting_rock&flying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.1,0.0,57.8,0.0,0.0,61.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic&fighting_rock&dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.5,0.0,67.1,0.0,0.0,34.0,-19.3,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic&fighting_psychic&fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.4,0.0,-40.0,0.0,0.0,114.8,-19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&flying_psychic&fighting,0.0,0.0,0.0,-67.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.1,-118.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&poison_psychic&fighting,-46.8,0.0,0.0,-62.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water_normal&flying,-64.1,-59.3,-74.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.0,0.0,0.0,0.0,-13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water_fighting,186.4,22.6,59.8,43.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.3,0.0,0.0,0.0,84.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water_water&poison,-51.3,7.0,-40.1,-15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,-21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&poison_water&poison,-29.2,0.0,0.0,-8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&poison_normal&flying,7.0,0.0,0.0,-11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ghost&dark_water,0.0,0.0,0.0,-61.7,0.0,0.0,0.0,0.0,0.0,0.0,-2.2,0.0,0.0,0.0,0.0,0.0,-40.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.3,-72.6
psychic_water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4,0.0,0.0,0.0,0.0,-3.6,0.0,0.0,0.0,584.0,-8.5,0.0,0.0,0.0,0.0
normal_water&poison,0.0,0.0,0.0,295.5,0.0,0.0,0.0,206.4,0.0,0.0,149.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.5,105.3,0.0,0.0,0.0,0.0,0.0,101.8,0.0,0.0,0.0,0.0,0.0,0.0
normal_bug&fighting,0.0,0.0,0.0,-364.5,0.0,0.0,0.0,-224.9,0.0,0.0,-327.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-382.0,-314.1,0.0,0.0,0.0,0.0,0.0,-389.9,0.0,0.0,0.0,0.0,0.0,0.0
steel&psychic_bug&fighting,0.0,0.0,-46.8,-160.1,-114.4,-122.8,-94.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-209.4,-122.8,0.0,0.0,0.0,-171.3,0.0,0.0,0.0,0.0,-212.4,0.0,0.0,0.0,0.0,0.0
dark&ice_bug&fighting,0.0,0.0,0.0,-73.7,0.0,0.0,0.0,0.0,0.0,0.0,-17.9,0.0,0.0,0.0,0.0,0.0,0.0,-73.2,0.0,0.0,-62.2,0.0,0.0,-85.9,0.0,0.0,0.0,-27.4,0.0,0.0,0.0,0.0
grass&fighting_normal&flying,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,98.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass&fighting_fighting,0.0,0.0,0.0,36.3,0.0,0.0,0.0,0.0,0.0,0.0,238.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass&fighting_bug&fighting,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,127.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic&grass_grass&fighting,0.0,0.0,296.2,139.4,0.0,0.0,222.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.1,51.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.6,0.0,0.0,0.0,0.0,0.0
dark_grass&fighting,0.0,0.0,0.0,-72.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0
poison&flying_grass&fighting,0.0,0.0,0.0,48.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.4,0.0,0.0,0.0,0.0,0.0,60.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,98.0,0.0,0.0,0.0,0.0
