,WATER_SPECIAL,ICE_STATUS,DARK_SPECIAL,NORMAL_STATUS,STEEL_PHYSICAL,PSYCHIC_SPECIAL,GRASS_SPECIAL,FIRE_SPECIAL,ICE_SPECIAL,ELECTRIC_SPECIAL,FIGHTING_PHYSICAL,FLYING_STATUS,ROCK_PHYSICAL,WATER_PHYSICAL,POISON_PHYSICAL,PSYCHIC_PHYSICAL,PSYCHIC_STATUS,NORMAL_PHYSICAL,POISON_STATUS,GRASS_STATUS,DARK_PHYSICAL,GROUND_PHYSICAL,ROCK_STATUS,ICE_PHYSICAL,DRAGON_SPECIAL,ELECTRIC_STATUS,BUG_PHYSICAL,DARK_STATUS,GROUND_SPECIAL,FLYING_SPECIAL,GHOST_SPECIAL,FIRE_STATUS
rock&dark_bug&fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.6,-138.6,-73.1,-114.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic&fighting_bug&fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2,0.0,6.3,0.0,0.0,432.7,-16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic&fighting_water&poison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.3,0.0,71.1,0.0,0.0,546.9,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&poison_dark,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water_psychic&fighting,-61.2,-19.7,-33.6,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.2,0.0,0.0,0.0,-32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steel&psychic_psychic&fighting,0.0,0.0,-149.2,-209.3,-138.2,-95.6,-131.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-172.3,-3.2,0.0,0.0,0.0,-106.2,0.0,0.0,0.0,0.0,-176.5,0.0,0.0,0.0,0.0,0.0
steel&psychic_rock&dark,0.0,0.0,-13.8,-12.8,152.9,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.2,69.3,0.0,0.0,0.0,427.6,0.0,0.0,0.0,0.0,515.5,0.0,0.0,0.0,0.0,0.0
rock&flying_rock&dark,0.0,0.0,0.0,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water_ice&ground,92.6,53.8,-39.9,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water_grass,115.9,30.9,57.7,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.7,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steel&psychic_water&dragon,0.0,0.0,-74.5,-80.2,-150.6,-107.6,-147.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.1,-64.7,0.0,0.0,0.0,16.3,0.0,0.0,0.0,0.0,-116.5,0.0,0.0,0.0,0.0,0.0
steel&psychic_steel,0.0,0.0,18.7,-3.2,133.2,0.0,-6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,47.2,0.0,0.0,0.0,0.0,11.8,0.0,0.0,0.0,0.0,0.0
rock&flying_water&dragon,0.0,0.0,0.0,-64.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.5,223.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic&fighting_grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2,0.0,-35.8,0.0,0.0,-5.7,-16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal_dark&ice,0.0,0.0,0.0,64.2,0.0,0.0,0.0,52.1,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.7,63.9,0.0,0.0,0.0,0.0,0.0,153.8,0.0,0.0,0.0,0.0,0.0,0.0
normal_dark,137.1,0.0,0.0,208.4,0.0,0.0,0.0,168.9,0.0,0.0,327.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.6,240.9,148.3,0.0,0.0,106.7,76.8,146.3,0.0,0.0,0.0,0.0,0.0,137.4
psychic_poison&flying,0.0,0.0,0.0,-33.6,0.0,0.0,0.0,-19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.9,0.0,-32.8,-20.7,0.0,-13.3,0.0,0.0,0.0,-72.4,-38.7,0.0,0.0,0.0,0.0
ghost&dark_ground&psychic,0.0,0.0,0.0,-17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.0
dark_water,0.0,0.0,0.0,68.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,-3.3,0.0,0.0,0.0,0.0
dark&ice_water,0.0,0.0,0.0,-19.8,0.0,0.0,0.0,0.0,0.0,0.0,-34.6,0.0,0.0,0.0,0.0,0.0,0.0,-69.4,0.0,0.0,14.2,0.0,0.0,-88.2,0.0,0.0,0.0,-30.1,0.0,0.0,0.0,0.0
dark_fighting,0.0,0.0,0.0,173.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,0.0,0.0,0.0,0.0,0.0
psychic&grass_fighting,0.0,0.0,59.4,31.4,0.0,0.0,34.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.2,0.0,0.0,0.0,0.0,0.0
ground&psychic_fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.4,0.0,0.0,0.0,0.0,-11.9,0.0,0.0,0.0,31.4,0.0,37.0,0.0,0.0,0.0
poison&flying_fighting,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.2,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,32.8,0.0,0.0,0.0,0.0
water&poison_ground&psychic,-37.2,0.0,0.0,-39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,-12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic&fighting_dark&ice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.5,0.0,93.6,0.0,0.0,27.9,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&dark_dark&ice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-96.9,-69.6,-74.7,-135.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steel&psychic_dark&ice,0.0,0.0,-96.4,-38.6,-59.7,-94.4,-67.4,0.0,0.0,0.0,0.6,0.0,-0.6,-55.0,0.0,0.0,1.3,-5.9,0.0,0.0,-6.5,-103.9,0.0,0.0,0.0,0.0,-37.7,0.0,0.0,0.0,0.0,-9.3
water_psychic,-152.6,-188.5,-165.8,-193.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8,0.0,0.0,0.0,-16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water_ghost&dark,149.7,58.3,183.3,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.5,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&dark_grass&fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.5,25.5,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&dark_ghost&dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.4,8.8,277.6,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic&fighting_ghost&dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.5,0.0,105.0,0.0,0.0,-45.0,-16.9,-36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&poison_ghost&dark,-5.5,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.3,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poison&flying_psychic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.9,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0
water_steel,-27.6,-17.7,10.3,-67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,-15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal&flying_water&dragon,0.0,0.0,0.0,-56.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.1,0.0,0.0,0.0,-25.2,0.0,0.0
normal&flying_normal,0.0,0.0,0.0,241.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.6,0.0,0.0,0.0,245.8,0.0,0.0
water&poison_ice&ground,-14.0,0.0,0.0,-26.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.1,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fighting_ice&ground,0.0,0.0,0.0,-61.6,0.0,0.0,0.0,0.0,0.0,0.0,-16.8,0.0,0.0,0.0,0.0,0.0,-65.6,0.0,0.0,0.0,-26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bug&fighting_ice&ground,0.0,0.0,0.0,-9.8,0.0,0.0,0.0,0.0,0.0,0.0,28.1,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ice&ground_water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.6,0.0,0.0,0.0,-38.3,0.0,0.0,0.0,0.0,0.0,-78.3,0.0,0.0,0.0,-101.4,-109.2,-46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal_water,0.0,0.0,0.0,21.4,0.0,0.0,0.0,-7.1,0.0,0.0,65.7,0.0,0.0,0.0,0.0,0.0,0.0,9.7,11.7,-18.4,0.0,0.0,0.0,0.0,0.0,-10.5,0.0,0.0,0.0,0.0,0.0,0.0
fire&flying_psychic,0.0,0.0,0.0,-168.3,0.0,0.0,0.0,-123.1,0.0,0.0,0.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,-245.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steel_ghost&dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.2,177.5,0.0,0.0,0.0,89.3,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&dragon_ghost&dark,92.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.7,0.0,0.0,0.0,0.0,0.0,0.0,125.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&dragon_normal,175.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.2,0.0,0.0,0.0,0.0,0.0,0.0,151.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal&flying_water,0.0,0.0,0.0,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8,0.0,0.0,0.0,259.1,0.0,0.0
fighting_water,0.0,0.0,0.0,-7.2,0.0,0.0,0.0,0.0,0.0,0.0,52.2,0.0,0.0,0.0,0.0,0.0,17.8,0.0,0.0,0.0,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fighting_fighting,0.0,0.0,0.0,-33.4,10.3,0.0,0.0,0.0,0.0,0.0,369.1,0.0,0.0,0.0,0.0,0.0,64.6,5.6,0.0,0.0,-33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bug&fighting_fighting,0.0,0.0,0.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0
bug&fighting_normal&flying,0.0,0.0,0.0,-23.7,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.6,0.0,0.0,0.0,0.0,0.0
water&poison_psychic,-83.2,0.0,0.0,-158.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-115.3,-89.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic&grass_rock&dark,0.0,0.0,-8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.6,0.0,0.0,0.0,0.0,0.0
ground&psychic_rock&flying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.7,0.0,0.0,0.0,0.0,-46.4,0.0,0.0,0.0,0.0,0.0,-52.2,0.0,0.0,0.0
dark_rock&flying,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6,0.0,0.0,-14.3,0.0,0.0,0.0,0.0,0.0
dark_rock&dark,0.0,0.0,0.0,-196.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fighting_bug&fighting,0.0,0.0,0.0,-53.5,0.0,0.0,0.0,0.0,0.0,0.0,-78.8,0.0,0.0,0.0,0.0,0.0,-88.2,0.0,0.0,0.0,-7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fighting_water&poison,0.0,0.0,0.0,-34.9,0.0,0.0,0.0,0.0,0.0,0.0,-97.4,0.0,0.0,0.0,0.0,0.0,117.4,0.0,0.0,0.0,-46.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal&flying_water&poison,0.0,0.0,0.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.4,0.0,0.0,0.0,87.6,0.0,0.0
normal&flying_fighting,0.0,0.0,0.0,-9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.2,0.0,0.0
normal&flying_steel&psychic,0.0,0.0,0.0,116.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.5,0.0,0.0,0.0,124.0,0.0,0.0
poison&flying_water,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3,0.0,0.0,0.0,0.0,0.0,43.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.4,12.6,0.0,0.0,0.0,0.0
poison&flying_normal&flying,0.0,0.0,0.0,101.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.6,0.0,0.0,0.0,0.0,0.0,121.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.5,117.0,0.0,0.0,0.0,0.0
normal_grass&fighting,0.0,0.0,0.0,-56.1,0.0,0.0,0.0,619.3,0.0,0.0,268.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0
ghost&dark_steel&psychic,0.0,0.0,0.0,-79.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.1,0.0,0.0,-9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.7,2.0
normal&flying_ice&ground,0.0,0.0,0.0,73.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.7,0.0,0.0,0.0,730.6,0.0,0.0
normal&flying_grass,0.0,0.0,0.0,102.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8,0.0,0.0,0.0,758.3,0.0,0.0
normal&flying_steel,0.0,0.0,0.0,-11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.2,0.0,0.0,0.0,158.8,0.0,0.0
fighting_water&dragon,0.0,0.0,0.0,-37.5,0.0,0.0,0.0,0.0,0.0,0.0,-70.3,0.0,0.0,0.0,0.0,0.0,-22.7,0.0,0.0,0.0,-54.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bug&fighting_poison&flying,0.0,0.0,0.0,-68.1,0.0,0.0,0.0,0.0,0.0,0.0,-75.1,0.0,0.0,0.0,-7.2,0.0,-6.6,-44.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99.9,0.0,0.0,0.0,0.0,0.0
normal&flying_psychic&fighting,0.0,0.0,0.0,-59.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67.5,0.0,0.0,0.0,26.1,0.0,0.0
water_water&dragon,-54.6,-87.3,-74.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.7,0.0,0.0,0.0,-60.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fighting_grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.2,0.0,0.0,0.0,0.0,0.0,157.1,0.0,0.0,0.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fighting_steel,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,243.1,0.0,0.0,0.0,0.0,0.0,-21.9,0.0,0.0,0.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&flying_normal,0.0,0.0,0.0,264.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.3,213.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&flying_steel,0.0,0.0,0.0,-43.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.6,108.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&dark_water&dragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-109.0,-91.6,-152.3,-138.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&dark_grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.2,0.0,44.6,-33.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dark_water&poison,0.0,0.0,0.0,-23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ground&psychic_water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.5,0.0,0.0,0.0,0.0,-136.4,0.0,0.0,0.0,0.0,0.0,-97.7,0.0,0.0,0.0
ground&psychic_water&poison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-86.2,0.0,0.0,0.0,0.0,-64.6,0.0,0.0,0.0,0.0,0.0,-57.6,0.0,0.0,0.0
dark&ice_water&poison,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,-29.3,0.0,0.0,0.0,0.0,0.0,0.0,-6.6,0.0,0.0,196.5,0.0,0.0,113.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0
psychic_water&poison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,175.5,-28.5,0.0,0.0,0.0,0.0
normal&flying_ghost&dark,0.0,0.0,0.0,382.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.4,0.0,0.0,0.0,354.5,0.0,0.0
normal&flying_grass&fighting,0.0,0.0,0.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,0.0,0.0,0.0,458.2,0.0,0.0
psychic_psychic&fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.7,0.0,0.0,0.0,0.0,-24.2,0.0,0.0,0.0,-2.9,0.0,0.0,0.0,0.0,0.0
grass&fighting_fire&flying,-17.6,0.0,-17.4,-89.7,-39.1,0.0,0.0,-136.4,0.0,0.0,304.2,-31.5,-39.1,-109.6,0.0,-15.5,-44.1,-94.2,0.0,-20.9,-41.0,0.0,0.0,-139.3,0.0,0.0,-101.4,0.0,0.0,-117.7,-38.8,0.0
grass&fighting_grass,0.0,0.0,0.0,226.7,0.0,0.0,0.0,0.0,0.0,0.0,312.9,0.0,0.0,0.0,0.0,0.0,0.0,200.4,0.0,248.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass&fighting_steel,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,63.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass&fighting_ice&ground,0.0,0.0,0.0,-1.8,0.0,0.0,0.0,0.0,0.0,0.0,327.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass&fighting_water&dragon,0.0,0.0,0.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ghost&dark_fire&flying,0.0,0.0,0.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.1,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.1,-46.4
psychic_fire&flying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,0.0,0.0,0.0,0.0,-7.3,0.0,0.0,0.0,318.8,-16.2,0.0,0.0,0.0,0.0
normal_fire&flying,0.0,0.0,0.0,-164.9,0.0,0.0,0.0,-92.8,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,31.2,-53.7,56.1,0.0,0.0,0.0,0.0,0.0,-51.8,0.0,0.0,0.0,0.0,0.0,0.0
ghost&dark_normal,0.0,0.0,0.0,-24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.1,-7.8
