,WATER_SPECIAL,ICE_STATUS,DARK_SPECIAL,NORMAL_STATUS,STEEL_PHYSICAL,PSYCHIC_SPECIAL,GRASS_SPECIAL,FIRE_SPECIAL,ICE_SPECIAL,ELECTRIC_SPECIAL,FIGHTING_PHYSICAL,FLYING_STATUS,ROCK_PHYSICAL,WATER_PHYSICAL,POISON_PHYSICAL,PSYCHIC_PHYSICAL,PSYCHIC_STATUS,NORMAL_PHYSICAL,POISON_STATUS,GRASS_STATUS,DARK_PHYSICAL,GROUND_PHYSICAL,ROCK_STATUS,ICE_PHYSICAL,DRAGON_SPECIAL,ELECTRIC_STATUS,BUG_PHYSICAL,DARK_STATUS,GROUND_SPECIAL,FLYING_SPECIAL,GHOST_SPECIAL,FIRE_STATUS
psychic&grass_psychic&fighting,0.0,0.0,-7.4,0.0,0.0,0.0,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.8,0.0,0.0,0.0,0.0,0.0
ground&psychic_rock&dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.1,0.0,0.0,0.0,0.0,-19.8,0.0,0.0,0.0,0.0,0.0,-1.2,0.0,0.0,0.0
poison&flying_rock&flying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.9,0.0,0.0,0.0,0.0,0.0,126.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.2,65.7,0.0,0.0,0.0,0.0
dark_psychic&fighting,0.0,0.0,0.0,-195.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poison&flying_water&poison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.6,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.9,87.8,0.0,0.0,0.0,0.0
poison&flying_psychic&fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.4,0.0,0.0,0.0,0.0,0.0,-44.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.1,-48.7,0.0,0.0,0.0,0.0
dark&ice_rock&flying,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.7,0.0,0.0,0.0,0.0,0.0,0.0,-31.4,0.0,0.0,-20.4,0.0,0.0,34.7,0.0,0.0,0.0,-35.6,0.0,0.0,0.0,0.0
poison&flying_ground&psychic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.4,12.9,0.0,0.0,0.0,0.0
fire&flying_fire&flying,0.0,0.0,0.0,4.1,0.0,0.0,0.0,33.1,0.0,0.0,0.0,-17.4,0.0,0.0,0.0,0.0,0.0,47.4,76.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fire&flying_ice&ground,0.0,0.0,0.0,-14.0,0.0,0.0,0.0,52.2,0.0,0.0,0.0,12.1,0.0,0.0,0.0,0.0,0.0,11.9,-21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fire&flying_water&dragon,0.0,0.0,0.0,-62.9,0.0,0.0,0.0,-147.6,0.0,0.0,0.0,-113.2,0.0,0.0,0.0,0.0,0.0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fire&flying_normal,0.0,0.0,0.0,143.9,0.0,0.0,0.0,166.9,0.0,0.0,0.0,156.8,0.0,0.0,0.0,0.0,0.0,133.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fire&flying_grass,0.0,0.0,0.0,8.9,0.0,0.0,0.0,283.5,0.0,0.0,0.0,33.6,0.0,0.0,0.0,0.0,0.0,0.0,26.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fire&flying_steel,0.0,0.0,0.0,-4.7,0.0,0.0,0.0,118.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fire&flying_psychic&grass,0.0,0.0,0.0,-43.0,0.0,0.0,0.0,78.4,0.0,0.0,-0.8,-26.7,0.0,0.0,0.0,0.0,0.0,0.0,-35.1,0.0,-7.9,0.0,0.0,0.0,-29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fire&flying_poison&flying,0.0,0.0,0.0,-87.6,0.0,0.0,0.0,-53.3,0.0,0.0,0.0,-98.4,0.0,0.0,0.0,0.0,0.0,-24.3,-70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fire&flying_dark&ice,0.0,0.0,0.0,-12.2,0.0,0.0,0.0,77.5,0.0,0.0,0.0,20.3,0.0,0.0,0.0,0.0,0.0,-11.6,-35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fire&flying_dark,0.0,0.0,0.0,129.6,0.0,0.0,0.0,200.2,0.0,0.0,0.0,105.7,0.0,0.0,0.0,0.0,0.0,125.7,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fire&flying_ground&psychic,0.0,0.0,0.0,30.7,0.0,0.0,0.0,225.2,0.0,0.0,0.0,-11.9,0.0,0.0,0.0,0.0,0.0,8.9,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ground&psychic_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.8,0.0,0.0,0.0,0.0,43.8,0.0,0.0,0.0,0.0,0.0,83.1,0.0,0.0,0.0
psychic&grass_ice&ground,0.0,0.0,193.2,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0,0.0,0.0,0.0
dark_grass,0.0,0.0,0.0,145.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.7,0.0,0.0,0.0,0.0,0.0
ground&psychic_grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.2,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,16.6,0.0,0.0,0.0
dark&ice_grass,0.0,0.0,0.0,-14.3,0.0,0.0,0.0,0.0,0.0,0.0,-6.8,0.0,0.0,0.0,0.0,0.0,0.0,-3.4,0.0,0.0,-12.3,0.0,0.0,-54.7,0.0,0.0,0.0,-23.8,0.0,0.0,0.0,0.0
poison&flying_grass,0.0,0.0,0.0,124.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.1,0.0,0.0,0.0,0.0,0.0,134.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.4,90.9,0.0,0.0,0.0,0.0
ghost&dark_poison&flying,0.0,0.0,0.0,-127.4,0.0,0.0,0.0,0.0,0.0,0.0,-9.2,0.0,0.0,0.0,0.0,0.0,-53.3,-23.3,0.0,-11.9,-28.8,0.0,0.0,0.0,0.0,0.0,-33.7,0.0,0.0,0.0,-29.2,-52.1
ghost&dark_dark&ice,0.0,0.0,0.0,-41.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.4,-19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.4,-19.4
ghost&dark_dark,0.0,0.0,0.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,27.6,0.0,0.0,0.0,0.0,0.0,-37.3,13.3,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,-2.0,0.0,0.0,0.0,-27.2,-65.4
psychic_dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8,0.0,0.0,0.0,121.3,-4.4,0.0,0.0,0.0,0.0
normal_poison&flying,0.0,0.0,0.0,-150.3,0.0,0.0,0.0,-54.5,0.0,0.0,-90.6,0.0,0.0,0.0,0.0,0.0,0.0,40.4,-67.5,-7.3,34.5,0.0,0.0,8.2,0.0,-1.4,-20.9,0.0,0.0,0.0,0.0,0.0
water_fire&flying,62.0,-14.4,-12.8,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.8,0.0,0.0,0.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water_normal,32.7,-9.6,8.6,46.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&poison_normal,47.8,0.0,0.0,34.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.3,50.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&poison_water&dragon,-110.6,0.0,0.0,-94.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.0,-96.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&dark_steel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.5,-11.0,3.1,-8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&flying_ice&ground,0.0,0.0,0.0,153.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.5,902.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&flying_grass,0.0,0.0,0.0,242.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.8,517.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&flying_poison&flying,-14.3,0.0,0.0,-41.0,-8.8,0.0,0.0,24.9,0.0,-6.6,-12.5,-53.7,-44.1,-13.2,-8.2,-2.7,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&flying_dark,0.0,0.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.5,414.8,0.0,0.0,0.0,0.0,125.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&flying_ground&psychic,0.0,0.0,0.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,103.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&flying_psychic&grass,0.0,0.0,0.0,68.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.5,123.8,0.0,0.0,0.0,0.0,71.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic&fighting_psychic&grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7,0.0,43.1,0.0,0.0,8.0,-7.7,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic&fighting_poison&flying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0,116.3,0.0,0.0,221.7,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic&fighting_dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.3,0.0,240.1,0.0,0.0,89.8,0.0,53.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&poison_psychic&grass,-38.5,0.0,0.0,-76.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.6,0.0,-45.5,-75.3,0.0,0.0,-7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&poison_poison&flying,-93.5,0.0,0.0,-105.5,-8.6,0.0,0.0,-9.6,0.0,0.0,-11.0,-7.0,-8.6,-95.8,-102.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&dragon_water,215.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&dragon_normal&flying,64.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&dragon_fighting,148.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,131.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ice&ground_fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-78.1,0.0,0.0,0.0,-123.1,-14.0,-46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal_fighting,0.0,0.0,0.0,-200.5,0.0,0.0,0.0,-95.3,0.0,0.0,-107.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,-90.5,0.0,0.0,0.0,-1.2,0.0,122.7,0.0,0.0,0.0,0.0,0.0,0.0
steel_fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.5,0.0,0.0,0.0,0.0,0.0,0.0,-17.8,-42.2,-22.3,-13.1,0.0,-56.6,-62.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass_fighting,0.0,0.0,0.0,2.2,0.0,0.0,121.5,0.0,0.0,0.0,-6.2,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,175.7,147.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass_steel&psychic,0.0,0.0,0.0,0.0,0.0,0.0,98.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.7,0.0,119.8,92.3,85.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fire&flying_bug&fighting,0.0,0.0,0.0,1.3,0.0,0.0,0.0,70.5,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,-3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fire&flying_fighting,0.0,0.0,0.0,61.0,0.0,0.0,0.0,225.5,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,132.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fire&flying_normal&flying,0.0,0.0,0.0,-25.0,0.0,0.0,0.0,-4.3,0.0,0.0,0.0,-13.7,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steel_water&poison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.9,33.8,0.0,0.0,0.0,28.8,190.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steel_normal&flying,-14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.5,86.6,1.2,0.0,0.0,40.5,-12.9,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ice&ground_water&poison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-133.2,0.0,-17.3,0.0,-9.2,-113.4,-69.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic_bug&fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.4,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,521.3,23.2,0.0,0.0,0.0,0.0
psychic_normal&flying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.0,0.0,0.0,0.0,0.0,-32.4,0.0,0.0,0.0,14.9,0.0,0.0,0.0,0.0,0.0
grass&fighting_rock&flying,0.0,0.0,0.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,297.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass&fighting_psychic&fighting,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,212.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal_psychic&fighting,0.0,0.0,0.0,-413.1,0.0,0.0,0.0,-171.3,0.0,0.0,-394.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-276.1,-297.1,0.0,0.0,0.0,0.0,0.0,-355.3,0.0,0.0,0.0,0.0,0.0,0.0
psychic_rock&flying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,-84.0,-35.8,0.0,0.0,-68.0,-79.8,0.0,0.0,-28.8,0.0
ghost&dark_water&poison,0.0,0.0,0.0,-45.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.7,-30.9
grass&fighting_grass&fighting,0.0,0.0,0.0,69.3,0.0,0.0,0.0,42.1,0.0,0.0,304.2,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,171.3,0.0,0.0,0.0,0.0,-7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ghost&dark_grass&fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.5,15.3
psychic_dark&ice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-86.2,0.0,0.0,0.0,0.0,-111.2,0.0,0.0,0.0,-93.4,-72.7,0.0,0.0,0.0,0.0
normal_normal,0.0,0.0,0.0,61.2,0.0,0.0,0.0,57.9,0.0,0.0,581.8,0.0,0.0,0.0,0.0,0.0,0.0,153.4,73.3,428.3,0.0,0.0,0.0,0.0,0.0,154.5,0.0,0.0,0.0,0.0,0.0,0.0
normal_ghost&dark,0.0,0.0,0.0,1060.0,0.0,0.0,0.0,1226.3,0.0,0.0,1171.1,0.0,0.0,0.0,0.0,0.0,0.0,962.1,1342.6,1178.3,0.0,0.0,0.0,0.0,0.0,1098.3,0.0,0.0,0.0,0.0,0.0,0.0
normal_psychic,0.0,0.0,0.0,-82.5,0.0,0.0,0.0,-148.7,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-320.0,0.0,0.0,0.0,0.0,0.0,0.0,-93.4,0.0,0.0,0.0,0.0,0.0,0.0
psychic_steel&psychic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.1,0.0,0.0,0.0,0.0,-9.2,0.0,0.0,0.0,64.2,-34.2,0.0,0.0,0.0,0.0
grass&fighting_normal,0.0,0.0,0.0,115.4,0.0,0.0,0.0,0.0,0.0,0.0,177.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass&fighting_psychic,0.0,0.0,0.0,-42.1,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass&fighting_ghost&dark,0.0,0.0,0.0,162.4,0.0,0.0,0.0,0.0,0.0,0.0,206.3,0.0,0.0,0.0,0.0,0.0,0.0,239.3,0.0,219.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ghost&dark_ghost&dark,0.0,0.0,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.5,74.6
rock&flying_normal&flying,0.0,0.0,0.0,105.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.2,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&flying_fighting,0.0,0.0,0.0,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.7,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&dark_normal&flying,-7.4,0.0,-7.1,-7.7,0.0,-5.1,0.0,9.3,14.6,4.1,7.2,0.0,0.0,-32.9,0.0,-42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&dark_bug&fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.2,-108.7,-154.7,-113.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic&fighting_bug&fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,0.0,29.4,0.0,0.0,360.3,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic&fighting_water&poison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.8,0.0,23.7,0.0,0.0,447.8,29.3,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&poison_dark,14.4,0.0,0.0,43.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.5,30.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water_psychic&fighting,-35.9,-27.4,-51.8,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.8,0.0,0.0,0.0,-27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steel&psychic_psychic&fighting,0.0,0.0,-95.3,-141.8,-86.6,-126.3,-101.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-184.0,-58.0,0.0,0.0,0.0,-81.7,0.0,0.0,0.0,0.0,-146.7,0.0,0.0,0.0,0.0,0.0
steel&psychic_rock&dark,0.0,0.0,-9.6,0.0,211.8,-4.2,-6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.8,49.1,0.0,0.0,0.0,409.0,0.0,0.0,0.0,0.0,385.8,0.0,0.0,0.0,0.0,0.0
rock&flying_rock&dark,0.0,0.0,0.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.1,245.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water_ice&ground,69.6,-51.6,-36.9,-8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.9,0.0,0.0,0.0,-3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water_grass,48.7,-7.7,-8.0,30.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,34.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steel&psychic_water&dragon,0.0,0.0,-110.0,-90.4,-39.2,-65.6,-51.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.8,24.5,0.0,0.0,0.0,-110.7,0.0,0.0,0.0,0.0,-32.9,0.0,0.0,0.0,0.0,0.0
steel&psychic_steel,0.0,0.0,21.1,0.0,65.8,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,77.2,0.0,0.0,0.0,0.0,38.5,0.0,0.0,0.0,0.0,0.0
rock&flying_water&dragon,0.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63.2,230.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic&fighting_grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,0.0,4.6,0.0,0.0,3.8,6.1,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal_dark&ice,0.0,0.0,0.0,65.9,0.0,0.0,0.0,92.6,0.0,0.0,28.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.3,12.1,0.0,0.0,0.0,0.0,0.0,104.7,34.5,0.0,0.0,0.0,0.0,0.0
