,WATER_SPECIAL,ICE_STATUS,DARK_SPECIAL,NORMAL_STATUS,STEEL_PHYSICAL,PSYCHIC_SPECIAL,GRASS_SPECIAL,FIRE_SPECIAL,ICE_SPECIAL,ELECTRIC_SPECIAL,FIGHTING_PHYSICAL,FLYING_STATUS,ROCK_PHYSICAL,WATER_PHYSICAL,POISON_PHYSICAL,PSYCHIC_PHYSICAL,PSYCHIC_STATUS,NORMAL_PHYSICAL,POISON_STATUS,GRASS_STATUS,DARK_PHYSICAL,GROUND_PHYSICAL,ROCK_STATUS,ICE_PHYSICAL,DRAGON_SPECIAL,ELECTRIC_STATUS,BUG_PHYSICAL,DARK_STATUS,GROUND_SPECIAL,FLYING_SPECIAL,GHOST_SPECIAL,FIRE_STATUS
fighting_psychic&grass,0.0,0.0,0.0,-29.8,0.0,0.0,0.0,0.0,0.0,0.0,164.7,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fighting_dark,0.0,0.0,0.0,191.6,0.0,0.0,0.0,0.0,0.0,0.0,185.2,0.0,0.0,38.9,53.9,0.0,226.1,108.4,0.0,0.0,202.1,0.0,0.0,0.0,0.0,46.5,36.3,0.0,0.0,0.0,0.0,0.0
fighting_poison&flying,0.0,0.0,0.0,-17.2,0.0,0.0,0.0,0.0,0.0,0.0,135.8,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,-10.5,0.0,0.0,0.0,0.0,0.0
fighting_steel&psychic,-16.6,0.0,0.0,-132.9,0.0,0.0,0.0,0.0,0.0,0.0,80.7,0.0,0.0,0.0,0.1,0.0,-177.5,-37.1,0.0,0.0,-111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fighting_ground&psychic,0.0,0.0,0.0,-14.8,0.0,0.0,0.0,0.0,0.0,0.0,22.1,0.0,0.0,0.0,0.0,0.0,21.7,0.0,0.0,0.0,-4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fighting_dark&ice,0.0,0.0,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,83.9,0.0,0.0,0.0,0.0,0.0,-31.4,1.4,0.0,0.0,-42.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0
normal&flying_ground&psychic,0.0,0.0,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9,0.0,0.0,0.0,1.9,0.0,0.0
normal&flying_psychic&grass,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,0.0,0.0,0.0,80.0,0.0,0.0
normal&flying_dark,0.0,0.0,0.0,242.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,237.6,0.0,0.0
normal&flying_dark&ice,0.0,0.0,0.0,-62.8,0.0,0.0,0.0,0.0,0.0,0.0,-12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.7,0.0,0.0,0.0,-74.5,0.0,0.0
normal&flying_poison&flying,0.0,0.0,0.0,-89.7,0.0,0.0,0.0,0.0,0.0,0.0,-17.5,0.0,0.0,-22.0,0.0,0.0,-15.1,-12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80.2,-10.1,0.0,0.0,-58.8,0.0,0.0
psychic&grass_fire&flying,0.0,0.0,326.3,0.0,0.0,0.0,78.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,0.0,0.0,0.0,0.0,0.0
dark_fire&flying,0.0,0.0,0.0,-33.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ground&psychic_fire&flying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-102.6,0.0,0.0,0.0,0.0,-104.9,0.0,0.0,0.0,0.0,0.0,-90.3,0.0,0.0,0.0
steel&psychic_fire&flying,0.0,0.0,18.6,16.9,129.7,-1.7,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,405.2,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,0.0,241.5,0.0,0.0,0.0,0.0,0.0
dark&ice_water&dragon,0.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,-48.1,0.0,0.0,0.0,0.0,0.0,0.0,-63.8,0.0,0.0,-11.3,0.0,0.0,-33.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0
poison&flying_water&dragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.4,12.6,0.0,0.0,0.0,0.0
dark_water&dragon,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poison&flying_normal,0.0,0.0,0.0,35.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.4,0.0,0.0,0.0,0.0,0.0,137.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.2,77.9,0.0,0.0,0.0,0.0
dark_normal,0.0,0.0,0.0,181.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7,0.0,0.0,0.0,0.0,0.0
dark_ice&ground,0.0,0.0,0.0,-47.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poison&flying_fire&flying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.4,0.0,0.0,0.0,0.0,16.5,162.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.6,300.3,0.0,0.0,0.0,0.0
poison&flying_ice&ground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,157.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.5,16.4,0.0,0.0,0.0,0.0
steel&psychic_ice&ground,0.0,0.0,-130.3,-204.4,-152.9,-146.4,-125.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-280.9,-207.1,0.0,0.0,0.0,-157.7,0.0,0.0,0.0,0.0,-245.5,0.0,0.0,0.0,0.0,0.0
steel&psychic_grass,0.0,0.0,223.1,-19.3,65.4,85.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5,426.3,0.0,0.0,0.0,109.2,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0
psychic&grass_normal,0.0,0.0,139.6,11.6,0.0,0.0,183.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.2,0.0,0.0,0.0,0.0,0.0
psychic&grass_water&dragon,0.0,0.0,140.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic&grass_steel,0.0,0.0,-51.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.7,0.0,0.0,0.0,0.0,0.0
dark&ice_normal,0.0,0.0,0.0,-52.5,0.0,0.0,0.0,0.0,0.0,0.0,-80.8,0.0,0.0,0.0,0.0,0.0,0.0,-66.8,0.0,0.0,24.4,0.0,0.0,-72.5,0.0,0.0,0.0,-43.4,0.0,0.0,0.0,0.0
dark&ice_fire&flying,0.0,0.0,0.0,-35.5,0.0,0.0,0.0,0.0,0.0,0.0,-150.9,0.0,0.0,0.0,0.0,0.0,0.0,-58.4,0.0,0.0,-61.8,0.0,0.0,-71.2,0.0,0.0,0.0,-30.4,0.0,0.0,0.0,0.0
dark&ice_steel,0.0,0.0,0.0,-43.3,0.0,0.0,0.0,0.0,0.0,0.0,-45.5,0.0,0.0,0.0,0.0,0.0,0.0,-70.2,0.0,0.0,-42.3,0.0,0.0,-76.4,0.0,0.0,0.0,-7.6,0.0,0.0,0.0,0.0
poison&flying_steel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.2,0.0,0.0,0.0,0.0,0.0,-40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,-73.9,0.0,0.0,0.0,0.0
ground&psychic_steel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,0.0,0.0,0.0,0.0,-13.5,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0
dark_steel,0.0,0.0,0.0,53.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
grass&fighting_water,0.0,0.0,0.0,-16.4,0.0,0.0,0.0,0.0,0.0,0.0,67.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass&fighting_water&poison,0.0,0.0,0.0,55.3,0.0,0.0,0.0,0.0,0.0,0.0,250.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass&fighting_steel&psychic,0.0,0.0,0.0,94.4,0.0,0.0,0.0,0.0,0.0,0.0,174.2,0.0,0.0,0.0,0.0,0.0,0.0,68.6,0.0,50.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dark&ice_fighting,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-77.9,0.0,0.0,0.0,0.0,0.0,0.0,-34.9,0.0,0.0,-31.9,0.0,0.0,-38.4,0.0,0.0,4.8,-77.8,0.0,0.0,0.0,0.0
psychic_fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.9,0.0,0.0,0.0,0.0,-3.1,0.0,0.0,0.0,79.1,13.5,0.0,0.0,0.0,0.0
steel&psychic_fighting,0.0,0.0,20.5,0.0,194.1,586.5,56.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,20.9,0.0,0.0,0.0,343.2,0.0,0.0,0.0,0.0,370.7,0.0,0.0,0.0,0.0,0.0
ghost&dark_fighting,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.4,31.7
ghost&dark_bug&fighting,0.0,0.0,0.0,91.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,69.0
ghost&dark_normal&flying,0.0,0.0,0.0,-52.4,0.0,0.0,0.0,0.0,0.0,0.0,-3.8,0.0,0.0,0.0,0.0,0.0,126.9,-13.2,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,-16.9,0.0,0.0,0.0,11.4,60.0
steel&psychic_normal&flying,-18.0,-15.9,-56.6,-119.7,-33.7,-99.6,-77.0,-11.1,0.0,0.0,-32.8,0.0,0.0,-48.4,0.0,-44.9,-116.8,-72.7,-3.4,-8.9,0.0,-216.2,0.0,-8.5,0.0,0.0,-28.8,0.0,0.0,-8.2,-30.9,-24.7
normal_normal&flying,95.0,0.0,0.0,98.6,0.0,0.0,0.0,96.4,0.0,0.0,147.3,0.0,0.0,0.0,0.0,0.0,2.5,0.0,89.0,15.0,0.0,0.0,0.0,11.1,4.9,0.0,52.5,0.0,0.0,0.0,12.0,0.0
grass&fighting_poison&flying,0.0,0.0,0.0,142.3,0.0,0.0,0.0,0.0,0.0,0.0,156.7,0.0,0.0,0.0,0.0,0.0,0.0,143.6,0.0,169.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass&fighting_dark,0.0,0.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,203.4,0.0,0.0,0.0,0.0,0.0,0.0,14.9,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass&fighting_psychic&grass,0.0,0.0,0.0,49.6,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,70.1,0.0,46.9,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-18.8,0.0
grass&fighting_dark&ice,0.0,0.0,0.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,129.5,0.0,0.0,0.0,0.0,0.0,0.0,23.3,0.0,34.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass&fighting_ground&psychic,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,152.1,0.0,0.0,0.0,0.0,0.0,0.0,30.9,0.0,72.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal_psychic&grass,0.0,0.0,0.0,112.2,0.0,0.0,0.0,36.0,0.0,0.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.4,12.8,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0
steel&psychic_rock&flying,0.0,0.0,0.0,48.0,109.4,-3.9,-10.1,0.0,0.0,0.0,-6.8,0.0,-3.5,-0.7,0.0,0.0,72.6,-26.3,0.0,0.0,0.0,-63.3,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0
normal&flying_rock&flying,0.0,0.0,0.0,-111.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.7,0.0,0.0,0.0,-115.9,0.0,0.0,0.0,-73.7,0.0,0.0
bug&fighting_rock&flying,-31.0,0.0,0.0,-50.9,0.0,0.0,0.0,0.0,0.0,0.0,-44.9,0.0,0.0,0.0,0.0,0.0,0.0,-74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67.7,0.0,0.0,0.0,0.0,0.0
water&poison_rock&flying,-75.4,0.0,0.0,-113.2,0.0,-31.3,0.0,0.0,0.0,0.0,0.0,0.0,-7.4,-108.5,-112.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.2,0.0,0.0,0.0,0.0,0.0,0.0
water&poison_rock&dark,16.7,0.0,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,143.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fighting_rock&dark,0.0,0.0,0.0,-74.3,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0,0.0,0.0,0.0,0.0,-65.4,0.0,0.0,0.0,-44.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bug&fighting_psychic&grass,0.0,0.0,0.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.1,0.0,0.0,0.0,0.0,0.0,0.0,-22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,0.0,0.0,0.0,0.0,0.0
bug&fighting_dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.5,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0
psychic&fighting_rock&flying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,0.0,58.4,0.0,0.0,53.8,-22.6,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic&fighting_rock&dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.6,0.0,67.3,0.0,0.0,3.5,-4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic&fighting_psychic&fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.1,0.0,-22.1,0.0,0.0,53.2,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&flying_psychic&fighting,0.0,0.0,0.0,-80.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-145.5,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&poison_psychic&fighting,-46.3,0.0,0.0,-24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.1,-18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water_normal&flying,-11.8,-36.7,-33.8,-56.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.6,0.0,0.0,0.0,-48.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water_fighting,173.3,51.0,77.4,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,0.0,0.0,0.0,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water_water&poison,-34.4,-25.6,-43.6,-50.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.2,0.0,0.0,0.0,-22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&poison_water&poison,-21.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.3,-5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&poison_normal&flying,-3.0,0.0,0.0,-1.0,-7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ghost&dark_water,0.0,0.0,0.0,-66.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.5,-30.7
psychic_water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.6,0.0,0.0,0.0,0.0,-18.6,0.0,0.0,0.0,571.9,-4.0,0.0,0.0,0.0,0.0
normal_water&poison,0.0,0.0,0.0,273.8,0.0,0.0,0.0,186.0,0.0,0.0,172.7,11.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,62.1,0.0,0.0,0.0,-18.0,18.7,37.7,0.0,0.0,0.0,0.0,0.0,0.0
normal_bug&fighting,0.0,0.0,0.0,-244.2,0.0,0.0,0.0,-415.1,0.0,0.0,-305.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-313.7,-325.8,0.0,0.0,0.0,0.0,0.0,-227.1,0.0,0.0,0.0,0.0,0.0,0.0
steel&psychic_bug&fighting,0.0,0.0,-169.0,-210.9,-176.0,-94.7,-127.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-169.4,-129.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,-165.9,0.0,0.0,0.0,0.0,0.0
dark&ice_bug&fighting,0.0,0.0,0.0,-24.1,0.0,0.0,0.0,0.0,0.0,0.0,-118.7,0.0,0.0,0.0,0.0,0.0,0.0,-41.0,0.0,0.0,-17.1,0.0,0.0,-4.9,0.0,0.0,0.0,-49.2,0.0,0.0,0.0,0.0
grass&fighting_normal&flying,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,119.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass&fighting_fighting,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,237.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass&fighting_bug&fighting,0.0,0.0,0.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,108.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic&grass_grass&fighting,0.0,0.0,316.8,139.1,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.5,41.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.5,0.0,0.0,0.0,0.0,0.0
dark_grass&fighting,0.0,0.0,0.0,-30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0
poison&flying_grass&fighting,0.0,0.0,0.0,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.9,0.0,0.0,0.0,0.0,0.0,79.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.6,120.0,0.0,0.0,0.0,0.0
dark&ice_grass&fighting,0.0,0.0,0.0,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5,0.0,0.0,43.2,0.0,0.0,226.7,0.0,0.0,0.0,-45.8,0.0,0.0,0.0,0.0
dark&ice_ghost&dark,0.0,0.0,0.0,32.2,0.0,0.0,0.0,0.0,0.0,0.0,23.9,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,131.1,0.0,0.0,105.4,0.0,0.0,0.0,59.7,0.0,0.0,0.0,0.0
psychic&grass_ghost&dark,0.0,0.0,124.6,0.0,0.0,0.0,90.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.9,0.0,0.0,0.0,0.0,0.0
poison&flying_ghost&dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.6,0.0,0.0,0.0,0.0,0.0,93.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.5,218.6,0.0,0.0,0.0,0.0
ground&psychic_ghost&dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dark_dark&ice,0.0,0.0,-10.8,-8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8,0.0,0.0,0.0,0.0,-5.8,36.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0
dark_psychic,0.0,0.0,0.0,-41.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dark&ice_psychic,0.0,0.0,0.0,-34.4,0.0,0.0,0.0,0.0,0.0,0.0,-57.2,0.0,0.0,0.0,0.0,0.0,0.0,-18.9,0.0,0.0,-53.1,0.0,0.0,-19.6,0.0,0.0,0.0,-55.8,0.0,0.0,0.0,0.0
psychic&grass_psychic,0.0,0.0,-22.3,0.0,0.0,0.0,-17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-115.5,0.0,0.0,0.0,0.0,0.0
steel&psychic_steel&psychic,0.0,8.9,91.9,158.2,217.1,118.7,65.8,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,95.2,111.8,0.0,0.0,0.0,410.6,0.0,0.0,0.0,0.0,302.9,0.0,0.0,0.0,0.0,0.0
ground&psychic_grass&fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.3,0.0,0.0,0.0,0.0,-0.7,0.0,0.0,0.0,1.3,0.0,27.0,0.0,0.0,0.0
dark_ghost&dark,0.0,0.0,0.0,236.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic&grass_water,0.0,0.0,233.6,0.0,0.0,0.0,379.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.2,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.7,0.0,0.0,0.0,0.0,0.0
psychic&grass_rock&flying,0.0,0.0,-41.7,-3.0,0.0,0.0,-45.4,0.0,0.0,0.0,0.0,-3.9,0.0,0.0,0.0,0.0,-48.7,33.9,0.0,0.0,0.0,-12.9,0.0,-3.5,0.0,0.0,-44.5,0.0,0.0,0.0,0.0,0.0
psychic&grass_water&poison,0.0,0.0,164.2,0.0,0.0,0.0,142.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.1,0.0,0.0,0.0,0.0,0.0
